RESTAURANT_ID,REVIEWS
0087AC_NnFRtC0c9FsB9pw,"food was so hot and fresh great customer service and everything was clean and beautiful. 10/10 would recommend! a bit pricey tho but worth it for the...Crawfish. Must. 
Shrimp and Crab legs. Must. 
The house Boil sauce is a must!!!
Go with friends so you can try each other's food because there is a lot on...PRO TIPS: get the garlic bread so you can dunk it in leftover sauce. and get theBoil special sauce, always. you can thank me later.

the boil is probably my..."
at08QIzscH5uiuUI3sPVMQ,"Very decent take out Chinese food. Our go to dishes are the String beans with garlic sauce, shrimp with lobster sauce, scallion pancakes with beef and the...Best Garden is the best Chinese take-out place in the neighborhood! I'm a huge fan of their Boneless Ribs, Black Pepper Beef, and Fried Dumplings. The food...I have ordered food from here many times without a problem! Until tonight at I ordered ribs with light sauce & Singapore Mi Fun with light on the curry
Food..."
ihzI-4yGesoQuAoIocao8g,"I wanted to branch out and try a new restaurant besides going to my usual favs in the city. Came across this via a Yelp search.

We had a lovely waitress,...Not a huge fan of this place.

Pros:
+ Can seat large groups.

Cons:
- Automatically add gratuity
- Do not split checks
- Food is terrible for what you're...Looking for a place to eat and stopped by because there were some tables eating outside and it looked ok indoors. Kind of empty a little indoors, but not..."
RJ1rZ1KmtxtpkFlgFp8WaA,"This was a great place for pizza when I was a kid. The owners knew all of us that came every day. Great food and memoriesThey could've been busy? who knows? 

Ordered the Baked Ziti Sicilian Style with Meat Sauce, Ricotta and Mozzarella. Simply put it. It lacked of everything...The sauce in the plain pizza is actually very good. Would be a 5 star if there was more selections and if the owners there remember you. Been here two-..."
yrv_ErD1Z0xTnmdc7In3LQ,Good coffee and the fish sandwich is the best in Flushing. Friendly fast service. Morning gets pretty busy but the ladies are fast so the wait is minimal.I really like Sweets Bakery. It's probably one of my favorite Chinese bakeries in the Flushing area. It's located in a small strip mall at the intersection...Saw this place on bus and look at what fellow yelpers said. Went in today and saw variety of buns and pastries and some people were eating savory food. I...
JAHAi7ll1YtN4wKFMdGawg,"quick service. i tried fall hall. that is cold brew with vanilla and oat milk. it taste sweet and smooth. haven't tried their bakery yet but they look fresh...Came here because of the great review but did not live up to the mark. The coffee is good but it's only 3/4th cup when you pay for a whole cup ‍
Bathrooms...Great coffee but this location is so unorganized and slow. Its pathetic. Hit a Starbucks. I've been here 2 times and both were completely aggravating"
CIopV_nf9T2zm78C6XbgiQ,"absolutely love this place !!!
i always come here i was recommended by a friend to come and i did
i do my nails with triana shes amazing very cool perfect...I've been coming to Cuccio for years ! I love it the girls here do an amazing job. I get my hands done with Melissa & my feet done with Cindy. Esa mujeres...Worst nail & hair not even 2 weeks and nails are starting to lift and the ladies in this place are not wearing a mask and are wearing the showing their nose..."
mBZUWdasmua9XOsWy8xdWA,"One of the places we like to frequent on the upper east side when we are in town.  I was reading some of the negative reviews about service but our service...Kevin made our experience a pleasure from start to finish. His staff were fantastic and the lunch exceptional from flavor, presentation and timing between...Great food. Good service.  Been there many times. Highly recommended. Hope to go back soon"
VlBRJTY55GcqXJEQBMYf2w,"I happen to be in this area and as I had never tried food from Istria, I decided to step in a bit earlier than my usual meal. Istria is one of the areas of...This is a hidden gem in the middle of Astoria. The restaurant is downstairs. I came here with a big group for a family style dinner. I highly recommend the...Food was amazing. Service great. A must go to if you are looking for this type of cuisine. The Bacalao is a must."
nU9o6JZLq6pD7FWMBfW7_Q,"I visited this after I visited the one in Chinatown, Manhattan and I loved this place even more. The roast pork buns are so delicious and there is so much...Lotus seed bun (my favorite), salted egg yolk bun, red bean bun, pork bun. This is bao heaven. I'll be honest, I have never really liked the red bean bun,...Affordable and great quality! Got a 6 pack of roast pork buns for $6 and an 8 pack of dried bamboo and pork for $6.75. Steamed for a couple minutes at home..."
DH_ueh3-R6C1cJypqU29_w,"For the last few months I've been passing by this spot since I started my new job. Now that I started, I can't stop! (I went three times in one week).
This...I've been here twice for the same thing and charged differently for both of the times. On their menu it says Bacon egg and cheese is $6 and I add a hash...Highly over priced two small soups cost 15.00
Service is not great they are not friendly at all"
Iha2kVUYe8UW2ZIlmIG8IQ,"Pretty nice Starbucks location.

Located right next to the 63rd Street Q subway line station on 3rd Ave.

Big and clean. Staff seemed OK. Got my iced drink...I went to this Starbucks at 7:35 p.m. just to use the restroom and buy a snack (since restrooms are often reserved for paying customers). As soon as I...Biggest Starbucks I've seen on the Upper East Side. You have the 63rd Street Q & F Train Entrance on this corner of 3rd Avenue. I'm visiting a lot of..."
3gqKLANaXNsHZnPDjKrcTg,"Food never fails to hit the spot, the aromatic flavors are a truly remarcable experienceI LOVE THIS PLACE!!!

I've been here a few times, and it NEVER disappoints​.  We always tend to come on a Friday night, which makes for a busy night and...The food is fine, it's just your standard white hipster restaurant that serves Asian fusion food (and I usually like those). Win Son just puts the emphasis..."
xZ96vaoL-cQjfotmUKtjJQ,"Barn Joo is definitely one of my favorite Korean restaurants in the city and it holds a special place in my heart. Their uni bibimbap is my number 1 go to...Lunch special on a Friday!
The restaurant is beautifully decorated and Friday late lunch was pretty empty (only around 5 tables and upstairs closed)
I opted...Confused by this resturant, the it's a bit of Korean fusion without much of the flavor. It took forever to get stuff and we didn't order much. The corn..."
_WXa2M3gz2Mi0ys3s88nDw,"Fantastic food. Fair prices.  Had the Dan Dan noodles and a beef with peppers and onions. 

Highly recommended.Super nice little spot to go for lunch or dinner. Very quick service and seating for parties of various sizes whether you are a cozy couple or a small work...The Best!  We eat here almost every weekend! Love the pan fried dumplings!
Fast service, never disappointed. The string beans are amazing!"
obFs12x7mgYPGxgalBd22w,"The atmosphere is ambiguous, suitable for dates, the light is soft, easy to take pictures, the presentation is beautiful, and the food is normal and...My husband and I dined at Le Coucou for lunch this past Sunday. It was our last meal after a 2-night trip to the city and the perfect lunch to finish off...Visited for 2024 NYE event. The place had so many street parking. It was very accessible with the public transit as well. The place was very welcoming and..."
Dci3yvrnPZ5kOF5t3xV8gg,"I like coming here. Good happy hour and food options. The staff is great and their restaurant decor is nice to be around.Came in with a buddy on Tuesday night at 8pm for karaoke night! Fun fact- if you sing three songs, you get to spin the wheel for a chance to get a free shot...My first time there.  The burger i ate was really good and moist, service was excellent!!! Definitely will go back."
OKc49LvmOgteQoFqzzmv_A,"Always love the vibe here , great place to have a drink and catch up with a friendSo to keep this short



The waitresses are good

A bit crowded (forgot there was a Yankee's game)

The food (well I did order ""a lot"" of food) aka a...Recently moved to New York near Yankee stadium and was looking for a quick bite after a long day moving. Decided to try Bronx draft house since it was close..."
1aVQqVDqryGXhSTlEI4HJg,"Clean place friendly owner and well stocked.  He has tables back in the place post-pandemic so you can sit and enjoy your ice creamVery clean, owner is very friendly. They are normally very quick, they have seating inside.Carvel ice cream is the best ice cream around 
This location is brand new and I am happy to have a location 10 minutes away from my house 

Only problem is..."
scTDvJ2M2jDbb1ntVeIyxA,"Sosososo good!! Insanely flavorful. I had to come back here a 2nd time just to try the rest of their dishes!

Especially lovedd the Lamb Belly Noodle. If...10/10 yummy so worth it!!!!
Best place for dim sum!!! 
The ambiance was 10/10 nice for date nights and hanging with friendsFood is amazing! The Dan dan noodle and the pork belly with garlic sauce have such rich layers of flavors. They're addicting.

The waiters are very fast to..."
vCkDS0X-fWApvTS1Qyxjnw,"The service here is excellent. The hookah is also excellent.

After reading Yelp reviews for Taj Mahal, I checked this place out with a friend. It did not...One of my favorite lounges on Steinway street. Clean and cozy. Great shisha! Welcoming atmosphereCame here with friends I really enjoy sitting on the environment I definitely recommend it to other people"
jHn3mUjbe9caYZNe1z9YUw,"I ordered for delivery. I had a delicious seafood ramen noodle soup, swimming with baby clams, shrimp, scallops, octopus, an egg, and a very tasty, spicy...Rolls are always fresh and warm and tasty! Only place I go for sushi. Service was great, Joy was very attentive!Kumo is definitely my favorite neighborhood sushi spot! We come here at least once a month for the lunch special deals. The sushi and sashimi always taste..."
6wJOojpF2c4lLeBNbTBB0A,"Cute spot with delicious food.  Saw this online and decided to go out to Green Pointe and try it with a friend.  You order at the counter upon arrival and...Fast service, small spot in green point but highly efficient

We tried a few different baos on the menu, loved the classic oneCute little restaurant in green pointe with a private backyard seating area.

Staff is nice you just order your food at the register and they bring it..."
RJWrjMAN0J6WNAdqRLbsTA,Was in the mood for ice cream. My husband and 2 friends decided on ice cream after dinner. After figuring out which shop is still open late (after 9:30pm)...Service here was quick and easy. The staff member took the orderes one by one and was able to make all the items fast. I ordered some soft serve and a...I would HIGHLY recommend this Carvel. It is located inside the strip mall off of Arden Avenue in Staten Island.  The atmosphere is cozy and welcoming. The...
AAXX-WkDd1CW3_GgIVivvw,"Amazing food, service and lovely ambiance! We love coming here! Good portions and excellent food consistently!Shopped at Empire Outlets got hungry and checked this place out. When you first walk in the  room looks like a takeout place then you go to the right and...In the couple of weeks I must have had three Pad Thai dishes from three different restaurants. It sounds crazy even for me, I've never done that. I want to..."
NDsa8EWd_tcfvUFbhPsTuQ,"I'm the shortest term I can describe it: ""Cowabunga BABY!!!!"" ... I tried the Sicilian Slice once, walked away but a deep feeling in my soul told me that I...So finally after living in Ridgewood for 27years I decided to get a slice from here in August 2023. I was kinda disappointed. The service was good! The...Solid average. The crust was average, the toppings average. The service was quick and the place was busy"
qiGy2DCnXaTlUzDTkelxXA,"I was hungry and just decided to give it a try 
Wow I'm glad I did 
Will be going back every time I'm in the area 
Thank you 
WilliamWe love pizza and gangs to the why pizza shop ran the  cops catch word
The ain't a rap sheet.done deal.Best pizza in Pelham parkway. Owner is an amazing person and has been serving the same consistent quality for over 15 years"
ciJa_WsJTzeWunfRbs5vfA,"This is one of my families favorite place to go to for birthdays, special occasions, soccer games, and even New Years parties.

My husband and I have been...If you are not from Spain. These people look 
at you a funny way. Very unsatisfied with serviceI am of Galicia decent my mom is from Galicia Carnota to be exact my father was too he died when I was 14 my step dad is from Spain cantabria. I have 2..."
8JDwcklaawqYprHg0c9aIA,"It's a great takeout spot, but the ambiance inside is also so lovely, with friendly service and just good vibes. I can't explain why but if you need to sit...Seekers of healthy food, listen up, because Brooklyn Tree is a cut above other eateries. You may not expect much from the generic name and no frills...Great spot to grab a quick tasty meal before a show at Brooklyn Comedy Collective on a Sunday evening! Super kind staff and an overall solid experience! And..."
DWEZiW5Suwx_EZW1UvG-Bg,"I love Subway Restaurants but I can not deal with this one any more. Honestly too many incidences that I'm surprised I've dealt with, and the 3rd time I get...My favorite place to go for lunch. Its always clean, empolyees are friendly and my sandwich is always made right.  They always have healthy choices and I'm..."
vhqFa_0SG9M7Ra1OTmfB9A,"Came here with a couple friends for dinner. Food is mostly individual portions, but we decided to share everything family style. 

They have a huge, 37 page...Many people seem willing to trade their first born for a 4pm reservation at Lilia, meanwhile there's no shortage of equally curious and well-executed pasta...I'm lucky that this is a new neighborhood spot for me! It's a gem of an Italian restaurant in the area. The decor inside is so cute and they have a great..."
lKn-9P_F6cIwT0uL3xDnbw,Their food is still great and they've eliminated a lot of the fees. The Tex Mex tacos are amazing and I really enjoy their flautas. The guac is solid and...Get the Huachinango a La Veracruzana (red snapper). It looked so good that I started eating before I remembered to snap a picture and it tasted even better...Best micheladas honestly haven't had a michelada like this like in Mexico and food was great honestly recommend
wtfEOjfOWVuugf-SuCC5yA,"I love Avra in LA, used to live there and stop by for a lunch if I'm around in Beverly. So couldn't resist to visit Avra on Madison while visiting NYC.
We...Avra has 4 other locations, one being in Beverly Hills and one in Miami; we came to check out this Mediterranean restaurant for lunch, in which they offer a...Long time customer at the NY and LA locations. 
Today I had the worst experience ever during late lunch at the bar with a friend. The two bartenders..."
JJui1aoQEgYjV2sdfZASPg,"This is a really good place to come and dance, and meet other women who enjoy women. 

I've been coming here since I was in my 20s, and it's always been...The oldest lesbian bar in New York! My partner and I came here with our friends on Friday night to celebrate our wedding earlier that day. The door staff...I've come to Henrietta Hudson a few times throughout the last few years when I've visited NY. Every time I've been I've had a great time! I have come on a..."
dA6hxdyzJS0xqizoJ6XztA,"I stopped by in a Friday night with my coworkers and let's just say the music was jumping the drinks was kid size cups with adult prices but the hookah was...Cool ambiance, great service the food is okay. Cool hang out spot. They have a live DJ and hookah'sUnreasonable cover charge of $20 and cash only. ATM charge $3.45 for each transaction, and they are not communicating properly with other employees. Came..."
q1gZLXETOCkRrOESCcjdqw,"Since it first came to Sunnyside, I enjoy my salmon bento box.. the food is delicious, and never disappoint..  
 
Truly amazingFood 4  japche 4 good. Could use some sesame oil or seeds. galbijjim 3 bland, meat was tough and too lean for galbijjim. Need the strong Korean spices...Cute small restaurant for Korean food in Sunnyside. We got here a bit early for dinner so we were the only ones there, but by the time we left the indoor..."
SP4bvMvxel_UPdof_er3HA,"Amazing food, great music, good vibes. Service is also super smooth. The place is open till late and is a good place to have a good meal with friends after...Overall rating: 5

I have been coming here for 7 or 8 years. Always get the same thing: chicken tikka masala roti. SO GOOD. 

Very casual, very chill. I...If you like Indian, and you like tacos, and if you've ever wondered how they hadn't been married, look no further. You've got your wish baby!

This is based..."
kMT0HP6yKGA3wC9Ag5NzlQ,Always inviting and welcoming. Good music. And good food. Filled our belly's after such an epic fail at a different restaurant earlier in the evening....We came here after a day of travel looking for some good food close to our Airbnb. We were not disappointed. They have a large variety of items on the hot...This is my second time getting takeout from this restaurant. We got takeout on a Friday night and the place got packed pretty quickly (it's pretty big...
MQ_a14GsdMrXsnt9mgqx_Q,"Have no clue what the bad reviews for this place is about. Only star docked off is because with a big corporation moving in, many mom and pop pizza shops...I Love Domino's .. but this location isn't it !! 
It's the closest location to me that delivers so by default we have often gotten delivery from here...so cheap the store can't even afford to add more than one slice of banana pepper per pizza slice. whatever you do, don't come to this particular store,..."
tDYk6DmmU3buWBs9G0NBXQ,"Just wanted to reiterate the wings are good but since I can't edit my review and now I actually AM a Mom, I just wanted to say they are NOT equal to your...Neighborhood staple been there for decades finally getting a little glow up from the social media side.  Wings and Rib tips are top notch stay with those...They are price gouging. They sell one entire wing (two pieces) for $2.50 so they want $15 for six wings. That is unbelievable greed. It's sad cause Kam Man..."
Yo0Ldnu5H26iT4TOSjocYA,"OMFG this place is great! I discovered them while I was on vacation from work and ordered like 3 days in a row! I've never been inside, but delivery was...Angelo's Pizza and deli is a hidden gem in the middle of a densely industrial area.   The pizza is tasty but the real surprise is the hot meal bar. In this...Far from glamorous, Angelo's is a great local addition to the LIC / Sunnyside scene. On the outside it looks like an average deli but what they've managed..."
ZgyvDF_hOWas3SXe0Hj7hA,"We visited this fine Restaurant and would like to share an extraordinary experience, not only the dishes, schnitzel, sea bass, macaroni cheese, potato...***3 1/2 stars***

Schilling has been on my radar for a few months, and somehow manages to be off the beaten path while being only a block or two from the...This restaurant feels squarely meh to me. I came here for restaurant week where they have a $45 prix fixe menu. There are about 3 options each for..."
JOvcJqD5eCFrGjFa6k7vpQ,"Absolutely wonderful food and service, cannot recommend enough! I ordered the Cacio e Pepe and it was decadent. 

Very kid friendly as well!amazing hospitality! tony was an amazing server and made sure our dining experience was joyful and pleasurable - would definitely
come back!Food and service was absolutely amazing! Our server, Tony, gave us great recommendations and made us delicious drinks. Wonderful ambiance for a romantic,..."
2FkCvnpcAqvg2ziOgz-71g,"Los Nisperos was absolutely fantastic! Although they were sold out of sea bass, they guided me through the menu and helped me make a great selection.

The...Amidst the bustling labyrinth of South Bronx, those with a hankering for authentic Peruvian flavors have a haven to turn to. I sought refuge here after...I consider myself lucky to have stumbled upon Los Nisperos Restaurant in the South Bronx while working nearby. Over the past five years, I have been..."
wJhm-RhgPhvlqF80s5D49Q,10/10 recommend this for lunch delivery.  Their sandwiches never disappoint and their service is super quick!  You can customize your own sandwich or choose...Was looking for lunch in the area andnwe found this place. You create your sandwhich from many various options. I did the baked chicken with Thai peanut...Consistently amazing. Huge custom sandwiches that are worth every penny. Quick delivery too.
AjlmpAQV8W4--y0EksO-9g,"SO good and the portions are amazing!
Definitely recommend, going to make this a regular spot of mineThis was a great spot for a casual togo pickup.

Food 5/5

Ordered the cooked salmon poke bowl and the fish was cooked perfectly and was my favorite part of...We were looking for a place to get fresh poke bowls and came here due to such great reviews. It did not disappoint. We got one spicy tuna bowl and one miso..."
2lJbbTUnkfdUIaeii7mx4Q,"this is literally my new favorite place. I think its relatively unknown since its further down Fulton. I'm a picky eater and I'm looking for food that will...This Pu Pu Platter was a grave misunderstanding of culture and tradition. A traditional Pu Pu Platter usually consist of egg rolls, spare ribs, chicken...Food is pretty good! Flavorful fried rice, lots of meat and tastes fresh. But be warned, the egg roll I got was definitely made for ants. Maybe they were..."
hcgSNISIXGOTjOvhHEF_BA,"Came here for Mother's Day and it was an experience to say the least. First, there was no one to greet us at the front so we were just standing there for a...I saw a lot of bad reviews, but I didn't have any major issues personally. The burrito was really good, it felt like a typical IHOP visit. Probably spent a...Left hungry AND nauseous!
What happened to this place?!?
Waited for 45 minutes for food that was partially frozen. 
And someone took a half my veggie..."
8tjfserFwjpN2oWlLCzqdA,"Visited this spot while my father was recovering from heart surgery at Maimonides Hospital. It didn't look like much, appeared as your typical 'bigger' deli...Was visiting my mom at the hospital last week so decided to get something to eat here since i didn't really eat much but honestly i know for a fact I won't...Good service, but terrible, spoiled food. Bought a salad with tomato's cucumbers and onions and throw away all tomatoes"
5vbO0OZK8OPwTdoQcekuTw,"They literally have the best tasting cakes.
It's not too creamy and not too sweet, everything is just right. They have perfected the cake recipe. 
Also...Great flavor options. Great prices. Great taste. Service isn't good isn't bad. Very straight to the point, no frills or smiles or friendliness. Not an issue...I ordered a birthday cake and it was pricey but tasted awesome. The staff is also very helpful and I loved trying a slice of the other flavors of tres..."
r2nIYBSyXny1-7XvsL2PVg,"I've lived in this neighborhood for a year and never tried this place. I had a half-marathon last weekend and wanted to have a nice pasta dinner the night...Salt. Salt. Salt. And moreeeee salt! 

My office orders from her for holidays and meetings and every time we order it I feel like I need to drink a gallon...My 5th time eating here but this one timeeee and most likely my last time, really disgusted me. I ordered pasta fiorentina but swapped out the baked for..."
_z2_1TE_1brlvljiGtJ4mA,"This place is walking distance from Brooklyn Bridge 6-7 mins walk.  The Fulton st subway is close by 
Me and my parents went here for lunch during our trip...Side note: Prices are based on current menu on their website and it was likely cheaper when we ordered back in late July. 

I went to this restaurant with a...Great place to go with a family, a date, or a large group. The staff was very accommodating, even though our rag-tag group kept getting larger through the..."
dT_ZITcVaD9YJ2mih-C_Xw,"The best hookah lounge in town! The service is world class. If you're looking for a place to hang out with some friends in a safe and friendly place, this..."
r5NT8-nV4py2c-mppTKucQ,"Ordered a shrimp burrito bowl for delivery. It arrived in lighting speed. 
Lots of shrimp! Rice, beans, veggies as a base.. it's a good amount of food. The...Seems like everyone is sleeping on the fish burrito.    I think you should give it a chance. It is really good!!  I ask for mine without salsa.  So good!!Heyyy maybe you just don't feel like waiting in the line around the corner at Katz to get a Sammy. Eat some great tacos at this little spot then cross the..."
pdrgfJBiXIjXTQM_dusTfA,"It is near my job and its not a bad sandwich but not the best either. I was in the hunt for the best Gobbler (Thanksgiving sandwich). I took a risk with...They have a nice fresh Turkey sandwich which I enjoyed and with a hot coffee we had a really good breakfast last Saturday. I'm a fan!Chain store sandwiches in the range above a Subway, but below a Cosi or Panera. The Italian hero was well packed and generous, adorned with slices of..."
5_OGdudfkyeZdVPAD9FLxA,"Great authentic Jamaican food.  Seasoned well and prepared well. Fresh food not stale or oily.bad service, rude staff, never any sides.  i have an allergy to tomatoes they'll tell me something doesn't have tomato in it only to find out that it does....The food is really tasty. By far the best place in Brooklyn to buy Oxtails, jerk pork, jerk chicken, ackee and salt fish!!"
SApcDd1jtVCqpe3LVXhjRQ,"Sloppy presentation!! Less quantity of meat and more dressings. You NEED TO DO BETTER!!!!The service is horrible, they are very rude. Was told not to use subway app because they didn't like and it misleading.  Will not make orders from app until...I visited this location in Parkchester across the street from Macy's (pictured below) and the older Indian woman was very nasty and demanding towards me. I..."
jsWvdZdi-7oE1c9VU5qHFg,"Sweetgreen was recommended by my friend, so when the day felt like a salad for lunch kinda day, I gave it a try. 

Pickup was seamless, with a dedicated...This place is not great. Food is OK, but I can't count how many times I have asked for a salad without chicken, and 9 times out of 10 they place chicken on...SWEETGREEN IS FRAUDULENT... 

Sweetgreen is like the Apple of the salad/bowl food game. They have unquestionable notoriety and it may seem like their..."
LZA0bWz_Xn--tSgiaPLlkw,"This place is fantastic! Compared to the other Sweetgreen's I've been to, they give you ample amounts of salad and accompanying items. We had the Green...Never order delivery from this place -- my salad was spilled all over the bag, dressing outside of the container. In-store is fine, but delivery even thru...Bad customer service and food. When I tried the order the worker rolled her eyes at me and looked annoyed. When I finished paying, the worker mumbled ""have..."
NuWyGgV7dtwRC2B83SlYKQ,"This is my go-to place for Chinese food in the Jamaica/Woodhaven area. But their quality has been slipping quickly with old refried chicken mixed in with...Ordered several times, everything is good until today's delivery , guess the guy just throw the food in front of the door, the oil inside just leaked out...This place is horrible after getting my order wrong for 3 time I always try to give the benefit of the doubt to every  restaurant but they wanted to charge..."
v5CsUc6pr7foHWsoQ0Y36Q,"Food is still terrific! Staff is also great! Best Chiw Mein!  One of the jewels in NYC,This place used to be the best Chinese food. They didn't deliver to my address anymore for a long time, so I was excited to learn they do again.

Everything...Still delicious food and great service ! They brightened up the back room a little - but still the old school vibes in there ! Prices are still great !!!"
6ZUNlT0iiHUEwZ-46GQmrg,"I have been dining at chopsticks for many years. It is a local staple of takeout. This week we decided to dine in the restaurant for the first time in a...Ordered take out and definitely was not expecting a big egg shell to be in my dinner... Ordered delivery and a part of my order was missing and to top it...Food quality has improved over the last year. Prices have gone up a lot, which is ok if they continue to provide good food."
KkAtVVjnMfb1vGlcpzmhgw,"Went there for friends birthday, the music was good , the rum punch was good and the French fries were good, wings were okI've never had the food

Atmosphere : it's pretty inclusive, the neighborhood is becoming more diverse with gentrification yet it's still very much...Alright this has been one of my go to places in Bklyn for the ""get up n chill"" mode with my friends.

The rum punch with the Wray n Nephew will put you..."
vec8jeVbbSGzVlStl0Xp_Q,"(Overall: A) - I went back to my favorite lunch spot quite a few times as their Salmon Ikura Bowl is just superb. They use scottish salmon, which is a...Good casual spot for good quality poke. I got the ponzu salmon bowl, and it was delicious and made for a nice quick lunch. I also got the dole whip here...The poke bowls here are ok - I would say the salmon ikura is probably the best option as the salmon slices are decently thick and fresh vs the chopped..."
ei_lqYcPN09_mxR4nPZcVg,"Great spot to catch a drink after work and get dinner with friends. Friend bar staff.Average, cookie cutter sports bar, nothing special at all. I'd be happy to give it three stars, but what makes this place especially terrible is the...One of the only Manhattan-Style Irish bars in the area, with your typical Irish pub & grille type menu, complete with a terrific steak sandwich!! I find..."
00J0yKkOuOxMhqt-Dg9daw,"I tried panda express a few times and overall it was average. This time I got the chili crisp shrimp rice bowl (included 9 shrimps) for $12. I find the...Food was terrible, the chow mien was disgusting. The only good thing was the orange chicken, the sesame chicken breast was horrible. Thank you.Came here after a surprisingly pleasant experience at the DMV. I had no idea Panda Express was in the city let alone having a few locations around, very..."
4jucppz-BA0MiY06DjuBYQ,"absolutely delicious. super quick too! great prices and even better food. I always crave their carnitas burrito. perfect take out spotThe person who said the quality of meat has gone down was NOT kidding! We ordered chicken nachos, steak bowl and a chicken quesadilla and ALL THE MEAT...The quality of the meat has declined. The flavor is not there anymore, it used to be our Mexican spot before. We ordered a few times and it was a hot or..."
XH2CNWlLU2HXROsT5NkCmA,This was my first experience at a Panda Express and it was pretty good. I got a bowl with fried rice and the honey walnut shrimp. The shrimp was really good...The beef with broccoli legit had three tiny pieces of beef in it.  When I asked for a reasonable portion it was given with a groan and sigh.  As much as I...This location never fills the containers. Every other Panda Express in the US fills the containers. This location gives you half-full containers every time....
WFC50sTfBr2cIVn86C5jaA,"Always good food.  No problems with service.  Even if they rude.  They hook me up.  Only problem is their Price.  I use app so you save, otherwise it's...I was pleasantly surprised at the food in Panda Express. I hadn't eaten this in years and didn't have very high expectations. 
I thought their prices were...The food was actually really good, and the service was great! I got the angus steak and noodles, which were a good combo. All of the restaurant employees..."
dHSAudRt-uIE-4kE6ZnwOg,"If you're in the market for salty chicken noodle soup, look no further than Lenwich. There's a place and time for a cup of steaming hot. too-salty broth...Lenwich near AMNH is our go-to place after Thanksgiving inflation. Tried this other location which is similar. Ordered our usual heros,  which is shareable...I finally found out why my breakfasts were chronically wrong.
The day manager, who now ignores me, is friends with the bad counter girl. This is why the..."
qAuxTi_o_k7LRBi4BOmHzQ,"Love this spot. Curry, Cookup, pastries, chowmein, are all great.  I'm a regular customer and this is my go to when I have cravings for chicken patties and...The food we got was delicious and the peanut punch is outta this world. 

My only complaint and hope this helps them improve is the bones in their jerk...Awful service! I saw this restaurant on a local news program and decided to support this business in my community, which I was born in. As a lifetime..."
