ID,NAME,RATING,PRICE,PHONE,TRANSACTIONS,REVIEW_COUNT
GaPPKoJC8aSuHrYof04r-g,Fuel Grill & Juice Bar,3.0,$,+12126842221,"['pickup', 'delivery']",103
vpkUUhs6dCnGeD-Vz0D29Q,Sam Sunny,4.5,$$$,+12128371044,"['pickup', 'delivery']",215
LquYhpTyVPtZf6GP5ADojg,Noribar,3.5,$,+13478538888,"['pickup', 'delivery']",29
ybQV8joopvU1_gG2RwLRog,Wok City,3.0,$,+12124969714,['delivery'],112
7rxA2Ne0ON6iHFBJ6TJDIg,Luck Thai,3.5,$$,+17184991888,"['delivery', 'pickup']",193
O2jCWIOWb-IhyZGZLTNNoA,Peking Kitchen II,3.5,$,+12122227888,"['delivery', 'pickup']",23
ZfVHyRKrP7OQnaUmItRK1A,Duzan Mediterranean Grill,4.0,$$,+17182047488,"['pickup', 'delivery']",740
fTM0bi27wIUFX27zfmvbyQ,Wonder Fried Chicken & Pizza,3.0,$,+12128661913,"['pickup', 'delivery']",11
j07zL5Dw51DSGuQAj1TAOA,Tito Empanadas Y Mas,2.5,$,+19178193056,"['delivery', 'pickup']",32
jevq-ij8OyoNEdP8Dcw-Nw,La Brochette,3.5,$$$,+12129722200,"['pickup', 'delivery']",108
IH7POsW-7u8REmanJAWDug,Modoo - Chicken & Noodle Bar,4.0,$$,+13478368382,"['delivery', 'pickup']",387
IMcWspDOG1LUTb7Spy-UGg,Divine Bakery,4.0,$,+13475548114,[],7
Ob9s-5YXNkVdbx_c9nsGkQ,Shawarma Al-Sham,4.0,$,+13479097100,"['pickup', 'delivery']",70
xTNRPg456MAC6Zja0bve9Q,Mr Chang Halal Chinese,4.0,$$,+17188878625,"['pickup', 'delivery']",17
kn9pSrlttF5R4Re5wcydBA,Ciccio's Pizza,4.0,$,+17185686139,"['pickup', 'delivery']",129
4ks7ialkbOo_5N-JnhKbyg,Broad Nosh Bagels & Deli,4.5,$$,+12129334844,"['pickup', 'delivery']",204
rUmYzsdlt8K6f_x7qH3SsQ,Nostrand Donut Shop,4.0,$,+17188263008,"['pickup', 'delivery']",49
1mub8zHlEAdFqSzbsI3G1w,China One,3.5,$,+17182628811,"['delivery', 'pickup']",19
VaNtiPqbrKuzaaTnWGtUGA,Mondial Bakery,4.0,$,+17183310033,[],15
2yYic7_33tH1r3xIFdXikw,Bo Sing Bakery,3.5,$,+17186212722,[],54
9lptBY26qazsbjddm0BkuA,Mendelsohn's 18th Ave Kosher Pizza,4.0,$,+17188540600,"['pickup', 'delivery']",36
Kjm5PwLywk7VICM6_tVRYQ,Dim Sum Garden 稻香點心坊,4.0,$$,+19172076061,"['delivery', 'pickup']",224
OU7UGAXk1vL14RFAMkqB9A,Didi Restaurant,4.0,$,+17183680180,['delivery'],15
51DwJDP5TOlsCQYc0GQdVQ,West Place,3.0,$,+12129329390,"['delivery', 'pickup']",64
QDRR34aCeeEhrL98gG6Obw,Mike's Coffee Shop,4.0,$,+17188571462,['delivery'],230
fOqFzOb1wrxZ9xeMILNG4A,Eastern Restaurant Flushing,2.5,$$,+17185916666,"['delivery', 'pickup']",64
uDJw4dQiySoNCBoUalW1Ww,Lincoln Ristorante,4.0,$$$,+12123596500,[],610
l8pfMNFzhwHYblCOYKsrlw,Petite Dumpling,4.5,$$,+17187885001,"['delivery', 'pickup']",28
1ebROEdySuLlhMyyqkZO5A,Republic Bar,3.5,$$,+17182788100,"['pickup', 'delivery']",72
k3OdnAy1O5IoCKeQ9_F-LQ,Puran Dhaka,4.0,$,+17183506800,[],9
04xHcYsqA3jCzpsX1Vs8ZQ,Randazzo's Pizzeria,3.5,$,+17184362624,"['delivery', 'pickup']",53
SXH-A8k7t7C_lmzzVdWQTg,Golden Palace,3.0,$$,+17185003188,"['delivery', 'pickup']",152
T1aZAWSiZtSP52ToGNNX2w,Poke Burrito,4.0,$$,+19293280041,"['pickup', 'delivery']",156
rqr8waPF6HoIm5MurDziLA,Sal & Dom's Pastry Shop,4.5,$$,+17185153344,['delivery'],117
Qv20qRxgnU6CCGJjUPmTDQ,Broadway Pizzeria,4.5,$,+17186026110,['pickup'],130
B7CwOlzzJQipKDMYHhDNzw,P McDaid's Irish Pub,4.5,$$,+16468612337,"['delivery', 'pickup']",53
FkEVXH6-Mg1AHl-uV8832Q,KX BURGER AND BEYOND,4.5,$$,+16466064835,"['pickup', 'delivery']",163
8BbCPaM72W0LGbF7XgfpIA,Centro Pizza,3.5,$,+12129884200,"['pickup', 'delivery']",70
TNKFb50T0FU9dVyEPvXVgw,BTS - Bagel To Sandwich,4.5,$,+16463296828,"['delivery', 'pickup']",91
Sri-kDbSGsPPQJyp8eomKg,LaoJie Hotpot Manhattan,4.5,$$$,+16464788166,[],165
CkQC4RyKlYTQnJfSpd0o1Q,New Sweet Rice Kitchen,3.0,$,+17183661976,[],38
1vhKvwPkhwuiZYFp8q5JCg,Tang S,2.5,$,+12128645179,['pickup'],18
_usWsAYSKKV2q8xw-3ajrA,Nom Wah Tea Parlor,3.5,$$,+12129626047,"['pickup', 'delivery']",2383
bGBGhuuv7PsPg5Qhx8cEgA,Jimbo's Hamburger Place,3.5,$,+12123556120,"['delivery', 'pickup']",106
z9uTP0OgfJ3iSjlu77uZ9A,Hibachi Grill & Supreme Buffet,3.0,$$,+17185901627,['delivery'],118
9uhWTKavezO5TKWMui-o3w,La Bagel Delight,3.5,$,+17182463744,"['pickup', 'delivery']",218
ju6btoDb3UFhnmmPwrOWgA,Beni's Restaurant and Bar,4.0,$$,+17187389700,"['pickup', 'delivery']",14
AuZSMT0YYn3vRik79sL0SA,Cafe Mocha,3.5,$$,+12122531046,"['pickup', 'delivery']",343
PCVXdAfqe50hINaKLvCbgQ,Oche A Tu Gusto,5.0,$,+16469644361,"['delivery', 'pickup']",12
E1fFQqXuO2Ido9hGDmTbDg,Good Luck Chinese Restaurant,4.0,$,+17187293247,['pickup'],17
AJZlry0050-r3F4ou10WIw,World Spa,3.0,$$$,+17185003772,[],202
_dhsOIr9dfCBuaAM6lX7vA,New China Buffet,3.0,$$,+17189873388,"['delivery', 'pickup']",124
_AEPcIgghPgr0VJwRd15oQ,China King,4.0,$,+17184796762,[],47
WlUxW52axRHu_x_Nh483Kg,Everybody's Kitchen,4.0,$,+17189878888,['delivery'],21
l0zNwRbEQFP1pbbdXZZxcg,Mai Thai,3.0,$,+17184383413,"['delivery', 'pickup']",192
soidt7z5ZnIxO6nBx2F2UQ,Pacific Palace,3.5,$$,+17188712880,"['delivery', 'pickup']",358
dQQy83grBj4_AVT5y6vNgA,Pipin's Pub,4.0,$$,+17188331183,['delivery'],135
SkD3MrsLIT1Wq-7eTIE-mQ,Ros Niyom Thai Restaurant,4.5,$$,+17184409752,"['pickup', 'delivery']",51
rxiY-8y415P7HM68qOlJcw,Ha Noi Vietnamese Kitchen,3.5,$$,+17187887755,['delivery'],312
f2m-RK5cJ6LQ0sQ-kELkhA,Gloria Pizza,3.0,$,+17182631100,"['delivery', 'pickup']",344
jxTaNCsS3KaaJxeor1AA0Q,Springfield & La Bari Pizzeria,3.0,$,+17182765800,"['delivery', 'pickup']",108
8h3x16M9V5W7_0hSvQnGpw,Gotta Getta Bagel,3.0,$,+17187931640,"['pickup', 'delivery']",282
L02p4Q5KrTlCRByB1ufCPA,Papa Johns Pizza,2.0,$,+17182517272,"['pickup', 'delivery']",21
3NYQQckItp9l7GDzALw79w,Lin's Gourmet,3.5,$,+12127525586,"['pickup', 'delivery']",85
m-JwITbcZg8kDIHG7375Jw,Andy's Restaurant,4.0,$,+12128602614,"['delivery', 'pickup']",37
hAOXKahZb7sEY9K2NfCrMw,Sazon Colombia Bakery Café,4.5,$,+17184339025,['delivery'],9
Q47OUqvJ7PXwBBWB-pC2ZQ,Sushi D,3.5,$$,+17188580058,"['delivery', 'pickup']",155
btieKMUm5KZn9sbHVOqBtw,Green Spot Cafe,4.0,$,+19292289957,"['delivery', 'pickup']",92
806LMXdSg8HuDiemcbnF4g,New Joy Garden,3.0,$,+17183852288,"['pickup', 'delivery']",8
Qu3xQh6cQ8BDwHIBaEtHuQ,Belly Cake,4.0,$$,+17182250364,"['delivery', 'pickup']",222
0gtUVRTNG8dBYHjXfeRZFw,Carvel,3.0,$,+17183862258,"['pickup', 'delivery']",20
OvdCm3j_5HzItolfvwrEUA,Lilli & Loo,3.5,$$,+12124217800,"['delivery', 'pickup']",496
_7_u6U5uwhDkVi7JJakyGA,Gen Korean BBQ House,4.0,$$$,+16464426471,[],206
h37t9rA06Sr4EetJjKrfzw,Don Angie,4.5,$$$,+12128898884,['delivery'],832
7MzisfVMYsZYTFJv9Unpzw,Mr. Taka Ramen,4.0,$$,+12122541508,"['pickup', 'delivery']",642
OOZgZGmiKocoYRgUOupEcA,karakatta,4.0,$$,+19172616297,"['pickup', 'delivery']",299
5p-ntAFVo8r6Kh4Um4Hm-w,Knapp Pizza II,3.5,$,+17183760174,"['pickup', 'delivery']",186
k63IssN7dSd6G-BPIntSyQ,The Grotto Spa,2.0,$$$,+17188768700,[],5
9SMI-nyosyRXOEx9q1RKhg,Yi Mei Bakery,2.5,$,+17188988005,[],37
30uIk3ccHLcdUk2DDfz-OA,Mama's Backyard Café,4.5,$,+17185659104,['delivery'],35
Wc_vQmkP7tb8eQQfwd39Qw,Hainan Chicken House,3.5,$$,+13473653864,"['pickup', 'delivery']",63
pJH3J-nlIKy29mYnIdBFUw,Rockaway Fish House,3.0,$$,+17185293576,"['pickup', 'delivery']",195
qhF9DhkNM6VkPTy9EMFnLg,Trini Delite,3.5,$,+17183221203,"['delivery', 'pickup']",115
NK8X96XzDX4uQZI0nSq80Q,Buffalo Wild Wings,2.5,$$,+17189836912,"['delivery', 'pickup']",267
xeJP91WQEqQlW7dV38K2ZA,Sun Luck Kitchen,3.0,$,+17187894439,"['delivery', 'pickup']",59
W3XmpomxgjrVjrAE_Z55ow,6321 Yuan Bao,4.5,$,+17188361663,['delivery'],20
lYcRqG3Sm4ntLUeJ302zIA,Brooklyn Winery,4.5,$$,+13477631506,"['delivery', 'pickup']",301
uQBlitra7XJTFJPXUGWBJw,Alphonso's Pizzeria & Trattoria,4.0,$,+12124773367,"['delivery', 'pickup']",156
1Ir2Y6FXvRUf_Z9YiK8ujQ,East Meets West Howard Beach,2.5,$,+17183230600,"['pickup', 'delivery']",56
cynqcjdhJZPcEe8oaR6SOA,Luke's Pizzeria,3.0,$,+17186187053,"['delivery', 'pickup']",17
ePZjA9S2xD6ZKpTfaH3Irg,Gong Cha,4.0,$,+19179091207,"['pickup', 'delivery']",65
WrueoR5FjsTweIzCPFaykQ,Taszo Espresso Bar,3.5,$,+19173659499,"['pickup', 'delivery']",311
GBwix4fH52ge9WRiPXmrbQ,Wah Hing Kitchen,4.0,$,+17187382281,['delivery'],28
DnigM5wBs_C6repStg7jbA,Pizza Sam,4.0,$,+17183353800,"['pickup', 'delivery']",207
1sQ3iVEs3O7uqUVhyrirUA,Don Pollo - Sunnyside,3.5,$$,+17183615898,"['delivery', 'pickup']",74
AA9wpuJRhkSHUePAiv3otA,The Leroy House,4.5,$$$,+16465900640,"['delivery', 'pickup']",195
OPC4CxQWj2g1a5ZQ_4wBpw,Abitino's Pizzeria,2.5,$$,+12123081234,"['pickup', 'delivery']",153
rlPqRxWrUHaTTqHPOIKwQg,La Casa Mia Pizzeria & Restaurante,4.5,$,+17184849770,"['pickup', 'delivery']",79
QW6fMTtWmkFTuv-2CPXEPA,Sunset Ridge Deli,3.5,$,+17184394494,"['pickup', 'delivery']",17
5F9kZPnAleDYqCeCyvGJPA,Bad Roman,4.0,$$$$,+12129702033,[],485
WwiQM06S-rTtXY4mXB4FuQ,Cocohodo,4.0,$,+13477320915,['pickup'],190
afuiZyn9oOyyCpuW7wGfHQ,L’Antica Pizzeria da Michele,4.5,$$$,+19295246682,"['delivery', 'pickup']",121
MfYMtApnt0nVuAclTmkOeg,Palace Fried Chicken,3.5,$,+17187436836,['delivery'],25
W1Yxe-HZiW4PT9moD0csBQ,Nuevo Three Way Restaurant,3.5,$$,+17182959595,"['delivery', 'pickup']",79
j1Dh7TaT9enatjzd3bO6iQ,Sanmiwago,4.0,$,+12127962866,[],91
b09OIC0rGxfcnQ1WGGiFFQ,Paris Baguette - Brooklyn,3.0,$$,+19148294148,"['pickup', 'delivery']",24
8vz3ywvjvxH-Q8ngsRiXNw,Mike's Deli,4.5,$,+17188439896,"['pickup', 'delivery']",42
LLdHVRUeamY-DqibBa2-LQ,Tehuacan Deli Grocery,5.0,$,+17185970009,[],1
UBnrFZuqa1nMrV7ncWHBwA,Corthaiyou,3.5,$$,+17186767388,"['pickup', 'delivery']",243
eq_jhDw9D38RAhyv09axTg,Effy's Cafe,4.0,$$,+12122806200,"['pickup', 'delivery']",307
sllXrDi-eKiwZJTWtNKaTg,Nangma Restaurant,4.5,$$,+13477306117,"['pickup', 'delivery']",60
5QszELqJFqeFgpeujfknlQ,Charlotte Cafe,4.5,$,+13472352807,"['delivery', 'pickup']",245
gCotI3z_4bCqVCkPXKPL1g,Father and Son Soul Food Catering,3.5,$$,+19296145909,"['delivery', 'pickup']",31
U3hvDT5CtQrnpg2zhJg3mQ,Kashmir 9 - Cuisine of Pakistan,3.5,$,+12127367745,"['delivery', 'pickup']",223
fYWGLm1ZMbHg3noMJuhnRw,Woodside Kitchen,3.0,$,+17188983570,"['delivery', 'pickup']",26
hSkeb_lmfxnoqg7EVo19Vw,Taco Mix,3.5,$$,+12122892963,"['pickup', 'delivery']",474
HrRfms3GVPMgYiORJRkGhQ,Elegante Pizzeria,4.0,$,+17187459715,"['delivery', 'pickup']",168
Sz7SsSk42AiCDAcuOsWYmg,Kumo Restaurant & Lounge,3.5,$$,+17187289600,"['delivery', 'pickup']",71
oneivxyaRyF70Dq_If5qkQ,Appas Pizza,4.5,$$,+19292800921,"['pickup', 'delivery']",109
FvnExtQHPfz_crDCBTQ1iQ,Mint Masala,4.0,$$,+12127772888,"['delivery', 'pickup']",350
81lTO98XYsDsUrJvD1maIA,Green Apple Delight,3.5,$,+17187777731,"['delivery', 'pickup']",63
xd_8cHyPO8sjIV8JMojHnw,Red House,2.5,$,+12122288288,"['delivery', 'pickup']",109
Ppv2RtnbNq03kKEm-LYbCA,St Ann's Cafe,2.5,$$,+19176881611,"['delivery', 'pickup']",13
wQLNq8dQE4DxvUSQwzAagw,City Cakes,4.5,$$,+16466882286,['pickup'],907
owvn3TwI2oweLWh4D7strA,Comfortland,4.0,$$,+13476429932,"['delivery', 'pickup']",360
7GpihFcmeW91FxTNdZ88Wg,El Milagro Restaurant,3.0,$,+17186611790,['delivery'],3
4aXPYKWBBpjDmkr9drsZ2g,Highline Pizzeria,4.0,$,+12125643330,"['delivery', 'pickup']",190
hNFe8WhCibrqT4sFcZmAgw,Kong Sihk Tong 港食堂,4.0,$$,+16468506140,"['delivery', 'pickup']",808
nE42dEmI9BeXv4FH5FM15w,Urbana,3.5,$$$,+17184384448,"['pickup', 'delivery']",28
4OMdn4aQt4KUNSNCVEiP6Q,New Dragon Star Chinese Kitchen,4.0,$,+17183255564,['delivery'],14
TVqGgXmNH8wPZpHX-GWD4g,Chubby Burgers & Chicken,3.0,$,+17187777145,"['delivery', 'pickup']",86
WXNH5L0R3GtVswbDO1nzFQ,Potbelly Sandwich Shop,3.5,$$,+16462894205,"['delivery', 'pickup']",227
axVzeaTizNeMrwHP6ylydQ,Potbelly Sandwich Shop,3.0,$$,+16462894210,"['pickup', 'delivery']",85
8rC1bycWjiOqUE6kUfApsg,Softbite,3.5,$$,+13476124136,"['pickup', 'delivery']",86
s9hDPejM6jc6CSNkEFspBA,Potbelly Sandwich Shop,3.5,$,+16462894202,"['delivery', 'pickup']",171
inA7o0esW4cBTdR6wZ-I9A,Young And Rich 湘当有料,4.0,$$,+16678668686,[],50
CYBOTnvxqLCZCrizhg0XYw,Sweet Touch by Iva,3.5,$$,+13473653489,"['pickup', 'delivery']",17
X5HmML-G--nt4lc5VQC2uQ,New Asia,2.0,$$,+16466783689,"['pickup', 'delivery']",58
lV9TCH9AwdBpFKm0OMAXSA,Potbelly Sandwich Shop,3.5,$,+16462894208,"['delivery', 'pickup']",66
V_CT9BEedoXFAYdxVCynpw,Jungle Juice Cafe,4.0,$$,+13473657614,"['pickup', 'delivery']",12
gAoVVxw8wIQVuP8tjkwZBw,Pizza Place,3.0,$,+17185159467,"['pickup', 'delivery']",9
rPTX2J5KGDkN1QhPD-QOvg,Bites of Xi'an,4.5,$,+13478896725,['delivery'],214
sBzGM5T8qKtE2hRLpK8vFw,Yummy Taco,3.0,$,+17182093000,['delivery'],24
WQUfcgKZZe3siRXkkkwMHg,Purple Dough,4.0,$,+16467262187,"['delivery', 'pickup']",238
fOErStg3FFSfIscsU4kFyw,Island Taste Cuisine,4.5,$,+17185472015,"['delivery', 'pickup']",11
pfccCt5bZaGv8U1J8oFNjQ,Siena Pizza & Cannoli,4.5,$,+12124060918,"['pickup', 'delivery']",142
h6av58AtWYPrMf5V72Kdug,Cholula Deli & Grill,4.0,$,+17184170941,"['delivery', 'pickup']",18
BzeKhg79UpG_qVwB-TGk2Q,Yukun Shaobing,4.5,$,+19293009118,[],46
F2ECRj4X06QquZDsLSop9w,Subway,2.0,$,+12125108670,[],12
Ayi3ggQjiwYio4DaAqgH9g,Lucky Star,2.5,$,+17187237628,"['delivery', 'pickup']",6
rniG95v8emlEOtwKMXEtcQ,Krispy Pizzeria,4.0,$,+17189835900,[],26
pncElrotZZCTr_l1bWtB6w,Torino Pizza Cafe,3.0,$$,+17183513100,"['delivery', 'pickup']",33
bDx0oXgxO0Cy8uH_NbsE9w,Moustache,4.0,$$,+12122292220,"['delivery', 'pickup']",432
p_cxCYrfNYThkrFeqKTLfw,Luigi's Pizzeria,3.0,$,+17183829100,"['pickup', 'delivery']",98
oWFl4gLa9Pd67O6C9z8NeQ,Matchaful,4.5,$$,+16468961058,['delivery'],162
CoTUDNgfMmTCSNCmXlkr9A,My Pizza,4.5,$,+17182990059,"['delivery', 'pickup']",4
d0ic0tnQjujPsjQNuC1awQ,Anna Maria Pizza,4.0,$,+17185994550,"['pickup', 'delivery']",394
Wx_OOvOLl_1sVI0iHZQGoQ,Astoria Bakery & Cafe,4.0,$,+17187289712,"['delivery', 'pickup']",77
OMHH97xIajGoCK_G-X3x_Q,The Coffee Inn,4.0,$,+12122493909,[],192
5pzc2GdvdmqiLRSdjHnnKw,Bangkok Avenue,4.5,$$,+19143033388,"['pickup', 'delivery']",252
Wd5A6etDSWAvdQvoAkBEuw,German Doner Kebab - Midtown,3.0,$$,+16468087724,"['pickup', 'delivery']",25
B8_wiAzi8IsBVhOX25NBmw,Prince Pizza,4.0,$,+13475548778,"['delivery', 'pickup']",61
AanNkr0fdlLXtUzjqwbcvw,Mitoushi Japanese Restaurant,3.5,$$,+17189989882,"['delivery', 'pickup']",199
xmbq2slqCQCGjj0zITruqA,Lin Garden,2.5,$$,+17185884002,['delivery'],3
JMXYzL0jquNEE9nIuWNzUw,Lunetta Pizza & Restaurant,3.0,$,+12124325200,"['delivery', 'pickup']",190
242duaE9aarDFCh_tvsfUQ,Sakura 6,3.5,$$,+17183497888,"['pickup', 'delivery']",160
KhHX_laFekWhexzkJRWD4g,Fifty Bay,3.5,$$,+17183532328,[],65
3fBiB3slTfBpmf39vD7sJw,Jade Garden,3.5,$,+12127950556,"['delivery', 'pickup']",119
Uuei1lntMxg_8RijD19yfQ,Or Yehuda Restaurant,4.0,$$,+17186574143,"['delivery', 'pickup']",55
97q5nUQTuBo_h00XCxna2A,Tasty Hand - Pulled Noodles,4.0,$$,+12127911817,"['delivery', 'pickup']",1880
r67bf_J4a6yqIWcCaoN7Kg,Kiosko 787,4.5,$$,+13475992122,"['pickup', 'delivery']",38
4YbhYETkSq2FpDtXRyzBEA,China One,3.0,$,+17187881166,"['pickup', 'delivery']",21
hFpUYPlHcCGHfxdrUUwlEA,Mike's Pizzeria & Restaurant,2.5,$,+17187933464,"['delivery', 'pickup']",73
I4Z8vyaZjbD2aS5xoMeF8Q,Kiku Japanese Restaurant,3.0,$$,+12125828357,"['pickup', 'delivery']",131
Fv6ueSQwc_ITpXEhybHvtA,RA Sushi Bar Restaurant,3.5,$$,+12123989810,"['pickup', 'delivery']",928
tCcD41CzWRZCv48aKxKgsg,Nicky's Pizza,3.5,$,+17182363339,"['delivery', 'pickup']",49
5oOUSk3kN95XHJ2AX3fmMA,Elm Roastery,4.5,$$,+19296453267,"['delivery', 'pickup']",65
VMDmMIWR059HKMp_Mj3Msw,Thai Tree,3.5,$$,+17188061046,"['delivery', 'pickup']",40
Lq_0x1NFNj68jYrhdt1yVQ,Mr Broadway,2.5,$$,+12129212152,"['delivery', 'pickup']",353
cnXZiXFsk7lmlKD2JT3Pdg,El Gran Canario 2,2.5,$$,+17184411113,"['pickup', 'delivery']",62
ibxhUQF1m70ymB9lMFG5og,Bati Ethiopian Kitchen ,3.5,$$,+17187979696,"['pickup', 'delivery']",253
iG0Klfj6NPrE4kLFLT_miQ,C&C Deli Coffee Shop,2.5,$,+13473469824,"['pickup', 'delivery']",15
76U221_Vj7VyIE13ghT2ag,The Halal Bros of NY,4.0,$,+17184813183,['pickup'],238
tFjn-akT7Bjp1mlmllZnTA,Chinar On The Island,4.0,$$$,+17182733700,"['pickup', 'restaurant_reservation', 'delivery']",69
2QvJjVI5oRb-8jBfIVIRFA,Marina's Bakery,3.0,$,+17184421004,['delivery'],6
-rM1ZG6WjgIpmYAlG__dnA,Times Deli,3.0,$$,+12129441234,['delivery'],47
AQqUiXi0hn1xu5qVfM54IQ,Beijing Dumpling House,4.5,$,+17182972935,"['delivery', 'pickup']",404
m_xylNPomLCTFAkx5JiABg,ShapeShifter Lab,3.5,$$,+16468209452,[],19
OtqShhp-cOByPzzdTMZu6w,Knickerbocker Bagel,4.0,$,+17187098888,"['pickup', 'delivery']",326
Js1fvKhk974y0W8oHfMvxA,Feng Cheng Yuan Restaurant,2.5,$$,+12122268778,"['pickup', 'delivery']",31
cps-SkWgzXK2zuxQsHyObA,Cousin John's Cafe & Bakery,4.0,$,+17186227333,['delivery'],405
IFZy-puTWSUL0UK9KnDNSA,Cafe W Bakery and Desserts,4.5,$$,+17187990264,"['delivery', 'pickup']",49
nx4sK_yXLpHL1d3iKT7z3Q,Super Bowl,3.5,$,+17188941234,"['pickup', 'delivery']",13
0Ao9422D82WgsiUbr_t_Qg,McDonald's,2.0,$,+12125299660,['delivery'],67
in7QM4vNUTHVZIi7Outetg,McDonald's,1.5,$,+12126082405,['delivery'],113
2S7AZXymi4xgmcM0XW8mTw,XingLong,4.0,$$$$,+17182938888,['delivery'],3
w9KiC3I65IjPPww9rhlqmg,Domino's Pizza,1.5,$,+17182734848,[],71
x5OLFy0hWH2MWRflRCF1QA,Nan Xiang Express,4.5,$$,+13477991078,"['delivery', 'pickup']",66
AHDlsNh8fODK9miC3zv3Zg,Unregular Pizza,4.5,$$,+16466094699,"['pickup', 'delivery']",261
FVHN5gjsWa6Yp-2loU_xlw,D'Anna's Deli & Pizzeria,5.0,$,+17188780042,"['delivery', 'pickup']",3
n8sDrOo5oOlhTS7eYkiZpA,Christina's ,3.5,$$,+17183834382,"['delivery', 'pickup']",170
vHPsnhLNXJI79PeXfLBEng,Dunkin',3.0,$,+17183267837,['delivery'],15
lFwFgIyLYAngnx74Bnzxgw,Popeyes Louisiana Kitchen,1.5,$,+19294793028,"['delivery', 'pickup']",26
coaneiOkJhPMUuXgJOy1YQ,Fruitea,4.5,$,+17188881786,"['delivery', 'pickup']",10
KUW8hx5kinOT_XJj3ttCDQ,Go Noodle Nine Moon,3.0,$,+12128886366,"['pickup', 'delivery']",78
xSo9dyjDH-e6s6HP85wvqQ,Flanagans Tavern,3.5,$$,+17183565511,"['pickup', 'delivery']",44
Xx-vjaRGaI6DO14VlerPew,Carvel,3.5,$,+17184389501,"['delivery', 'pickup']",35
Pa3zCM7Ys7niz26FLAJt-w,Cuts & Slices,4.0,$$,+16315944388,[],40
