RESTAURANT_ID,REVIEWS
KJubjg0t1ipFQ6ZQMsjVig,"It's alright. This carrels pretty good

Pros - Good hours, good ice cream, clean

Cons - Some of the workers are morons.

I once asked one of the workers to...We came here to pick up a cake for a birthday party. The staff was friendly and the prices were affordable. The cashier was quick and efficient. Keep the...Always good, especially the soft serve! Really creamy and smooth. Been here at least once every year and the staff is consistently hardworking and kind...."
WtZCvuvO40ExJdpOGeLgqA,"I love their spicy tuna bagel. 
Had one two days ago and really wanted to recommend it . 
So if you feel like a good , fresh , delicious spicy tuna bagel ....Very good bagel. Not the best in NYC, but very good. VERY generous with the cream cheese, which I like. Nice people.A kosher bagel indeed ! Got the shalom special here lox and also a salt and chive bagel. Very good and would eat another one.  The area is New York so it is..."
lQ0OUc0QeC4JdnC7SYKvBA,"This storefront restaurant is unassuming, nestled between two apartment buildings. It is my ""GO TO"" Chinese takeout. Delivery service is fast and efficient....Been around like forever.  Food is good for a quick meal. Best in this neighborhood. Portions  flavor and quality .Rose is on the mark about the chicken wings here. Generous serving and simply delicious. I once came in and a gentleman very rudely asked the woman behind..."
TT517g4saZlXO_SEJzfmvw,"This place is a must they only except cash ... you have to try the cheesesteak with onion and peppers. They also make a chicken steak with onion and peppers...Our neighbors couldn't stop raving about this place so we placed a delivery order on a Friday night and had dinner together. Food came on time, hot and...so I didnt even know they sold pizza lol, I been ordering from here for 15 years. hands down the best cheesesteak sandwhich I ever had, not heavy not oily,..."
4yPqqJDJOQX69gC66YUDkA,"Always provides the best service and I love this place!

This is a very nice steak restaurant, my favorite food is fish and steak, his steak is very good...Awesome food, better service! The bacon might be the best thing on their menu....but seriously everything was perfect! That's PL Brooklyn!The steak lived up to the hype!

Creamed spinach was a sleeper hit at #2! Bacon rounded out my top 3. Ordered so much food with only two people but I have..."
iQo5aJwTL_ZrXCdPFKq-RA,"A MUST VISIT!!! 10/10 food and 1000/10 service! I feel like family here. I cannot recommend Isle of Capri more - the interior is beautifully decorated with...I feel like this place is one of those best kept secrets in Midtown East. It's funny how I've walked by this place so many times but never seemed to really...Disappointing and disrespectful. Due to the arrogant and slow service with no smiles or respectful attitude at all (I don't know why?), I decided not to..."
Q02uPdw8j8yDIVSPyJATjA,"Old Town food & charm. Has a dumbwaiter to transport food from upstairs kitchen to downstairs restaurant. Bartender knows his drinks & cocktails. Food is good.Old New York pub with beers on tap. Some interesting options but pretty standard. Fine for some place to get out of the cold nearby.What a find - love the out of the way hole in the wall atmosphere.....old school neighborhood bar feel, very cool vibe. Both of us had the burger & beer -..."
RQi2YmAkk8g9WdNStAhfbQ,"Food needs a little more taste (maybe more salt). Excellent service, well located 

Huge portions!

RecommendedThis is a very old charming Spanish restaurant. The twin lobster came out perfectly. Both of the Mariscada were delicious. a pitch of sangria for $35.75....Reasonable food for NYC prices. Great old school charm, but service needs to be improved. Sadly it took us forever to get an order in, I think the waiter..."
XA7phnS0fBfLR8xdsngiUQ,"We really enjoyed the beef goulash and potato pancakes 
It's a club so many members hang around, but the staff will gladly serve you beer and bar food -...Perfect ways to describe this place:
Hidden Gem
Cheap and delicious food
Cheers esq bar
Family hangout
Local joint
and so many more!

This place has been a...Great Food!
Great bar to hangout at, old German charm.
The bartenders make the place fun!"
J4Aji-XOfYXzqH9IV4NQqQ,"Great, reliable alphabet city bar with great regulars & the best bartenders. Decent music. Plenty of tv's for watching sports. 
Genesee & Yuengling on...Man Horseshoe. This place sucks but is an institution. It's a classic neighbourhood bar that's filled with locals, college kids, and the occasional Netflix...7B is a neighborhood bar. its worn-in appearance is not ""kabuki."" the ""dive"" aesthetic is really a natural occurrence of serving drinkers through the good..."
ZPo-xIreq2EcdrbJXZVS-w,"Absolute love everything about it including a mega authentic vibe from Maureen the owner and all who support her.Met my son for dinner last night.  I had been to Donahue's before, where I sat up at the bar and had a hamburger.  My hamburger was great so I had a good...Old world charm and great food...you will never be disappointed.........good food what else can I say."
dqXZa8fcvHsFvtZVtwRNkA,"First time dining here! After a fantastic golf round at Trump Ferry Links now Bally's we opted to dine here and have drinks.  

Historic and nostalgia best...I'd been wanting to visit Old Homestead for a long time, and was quite disappointed by the experience.  The fact that they were one of the only steakhouses...The kobe beef is fake here
Do your research 


The kobe is fake here




There is a video of this place also where they did a undercover video and the kobe..."
70c-BeXWi6mO9IN3_vnpdg,"If you're ever in Queens, this is the pizza spot to try! It's a bit of a trek if you're not from the neighborhood but it's so worth it and the guys are...Crust was amazing - slices were perfect 
Service even better 
Soft flavorful chewy crust - can't beat itThis Pie is Mana from heaven. 

Service was friendly. Ambiance was classic. 
The pizza was to die for. 

I wish i lived close to this place i would..."
8XLhXJcJ2XbQ8dTBY9YyQg,"Had 48 hours in NYC and ended up coming here after two stuffy ""hot spot""  restaurants where the vibe was just that, stuffy.

If this place is good enough...I got the bacon cheeseburger and chili cheese fries. Burger was good and mouthful but they forgot the bacon. It also came medium rare when I specifically...Solid neighborhood dive bar as simple as it gets. 
The burgers and the chili are simple and well executed.

This is a casual spot with friendly service and..."
IIvXlBTC9-Yy3k7H4t88IQ,"I had an amazing time watching the redskins at the Dorian's I recommend the wings ask mike for the special sauce on the wings and the staff was nothing but...Sports/neighborhood bar on UES which looks to be for the Metropolitan crowd.  Food was a bit disappointing.  I had a burger and fries.  Next time, I'd go to...Bar for kids and they rip you off with drinks! Ordered two vodka sodas and the overweight bartender who I'm guessing was either the mgr or maybe the owner..."
KIIYvTOc0Uv90aUHEGvoSg,"Everything I loved about my recent dinner at La Grenouille: 

- Flowers! Dozens of beautiful, fresh bouquets filled the restaurant and made it smell...This is a classic French restaurant that serves traditional food like the French onion soup, La meunière sole, and soufflé. The decor is also set up to a...Rather disappointing.  We had dinner this past Saturday night.  After reading the mixed reviews we were cautiously optimistic.  The restaurant is stunning..."
BgGz5IdV53bGb4o7opR5zg,"Cozy location and great vibes.  We sat down and about 15 later a piano player arrived to give live music!  The service was great as well and we got 2...Arturo's has lost its luster! After two decades of patronage, it's time to admit it! And there's one main reason... the hostess. She is just awful. Her...Came here with a friend from out of state who wanted to try good NY pizza. However, they also wanted a nice sit down restaurant (which cuts out a ton of..."
0PNqgljlrf1J3gCPY5NP8A,"I've been a patron for years. Love the place. People are friendly and the service is excellentPerfect place to watch the Yankees game if you are not at Yankee stadium. The Ambience is Yankee team friendly, I almost thought I was in the stadium. Great...This is a great spot to have a bite to eat and have a couple of brewskies before the game. 

The bartender is awesome and is a huge Yanks fan (obviously)...."
Vd7BOoV2q7qBCNzfGSRf_w,"Been eating here for the last 30 years food is still good but they have been falling off. Their morrir sonando is the same anymore What happened?Best place to get a Morir Soñando and breakfast. Prices are cheap, service is good, employees are nice! 

Surprised to see them still standing considering...Hidden Gem unless you've watch F*uck That's Delicious. The place is small just a few bar stools to sit and eat. I got empanadas and breakfast to go but the..."
LbGAKVX3cwZj4fUC2XOLxg,"We've been on the hunt for a good diner since we moved and finally found our spot. Food is what you'd expect, they nail the classics, and the prices are...3.5

Old fashioned diner and ice cream palor that has been around for over a century. Service was good but could be better. They have an extensive food and...I was in the area passing by searching for some brunch, the signage since 1897's caught my eye, of course it's no where near my time. I decided to go in, it..."
P90fQ5WHs381XvgEibs9OQ,I've been coming here since I was a kid (give or take 25-30 years) and I insist that this is one of the best pizza shops in NYC. The decor inside has not...Delicious pizza right by the train station. I've tried their vodka sauce slice and it was delicious. Their vodka sauce is really good. The fresh mozzarella...Quality is gone here. I've been a customer of JV for many years. Yesterday I called and placed an order for a whole pie + 1/2 extra cheese. I put a photo of...
lUQR6cZlHHKXOksH5xOTqA,"This place was a great vibe. We visited with family while in town and ordered the tostada and meatloaf. Both were delicious. I highly suggest getting the...Fun płace to go before theater. 
Food is ok. My friends love their burgers.
A płace to look at who's there. Fun scene.Great after theater venue. Food was good. Excellent burgers and soups. Perfect for apres theater. 
Beautiful inside and not elbow to elbow seating...."
VXyk19eG4B2I6noumvfHCw,"A perfect meeting place when you are coming from Central Jersey and your friends are in Long Island and Brooklyn.  Not much has changed here over the years,...Came here to celebrate my birthday a couple of weeks ago. Service was a little odd. The waiter kind of stood over us while we looked at the menus. I asked...Located at the bottom of Coney Island. Great food n great service. Lucky to get a reservation last minute on a summer Sunday. This place has been here a..."
goqTQ4tOD-asC_ZJBW9l7w,"Food was average. the zucchini fries were soft; eggplant parmigiana was bland and soggy; pesto linguini was average.
Our waiter was good, but a few others...Everything,  Food was superb, service tops. A real Italian family restaurant. Sal, the owner, is a true great chef.  From the appetizers,  the main course,...Sal is the best! Amazing sauce, they even have gluten free pasta they can sub in for any regular. Meat sauce is to die for."
vbGqzhH_exG5HOG1I23kvg,"I had one of my worst meals yesterday. 
The service was horrible, except for the bus boys.i ordered a bottle of wine and throughout the meal I had to...Times have changed but happy that Park Side does not, rsvp's are not necessary but certainly are helpful because no matter what day of the week or time u...What a great spot! Every once in a while you stumble onto something unexpected and find a new favorite.
We had the chilaquiles - a sizeable portion and..."
MLFKsPTgN2EHEyD4cPZznQ,"I waited a long time, far too long to try Neary's, and I'm glad I finally did. Una, the owner, came over to introduce herself and we had a nice chat about...We returned to Nearys after a long break due to Covid and our relocation.  It's was an amazing evening seeing our old friends. Jimmy has passed but his...The calves liver with bacon and onions was the best that I have ever tasted in The City.  The liver was lightly sautéed, and the bacon was crisp, just the..."
-9NO2IDCJMyNGZMAQ1-VQw,"Came here after a late night out in the area, and wow is this pizza delicious! 
We got two slices of pizza, hot honey and a barbecue chicken. While these...I am revising my rating and downgrading a star from my recent order of their fra diabolo pepperoni pizza, which has dramatically shrunk in size. The quality...Last night, the legendary ""Hottest Band In The World"" KISS was performing at Madison Square Garden for the very last time and once I met up with the group..."
GfLL6-n6UNZ07SEHfjeIgA,"Food:
I came here for one thing and one thing only, their toisan zongzi. I brought it home back to philly to enjoy and it was delicious. The bits of peanuts...This place is similar to a Hong Kong Style diner. There happens to be counter seating due to space. I saw that the place still uses an old-fashioned manual...Best sticky rice in NYC Chinatown!
They do lunch box meals that are really down-home comfort food . Mee Sum has been a staple over the years and has a bunch..."
is9vr6YX4NPP5cCp-K92Qw,"Typically, I don't write restaurant reviews, whether the experience is positive or negative. However, Nancy's Restaurant is an absolute must-visit. The...I had my baby shower over at Nancy's over the weekend, and Vicky was amazing with helping us out and accommodating the venue to our needs, we had a total of...Unfortunately, I have to give a review on the food, which was horrible. I honestly hate giving two stars to a family owned restaurant. Maybe it can be..."
EFihj7vsRRXiF5la-UURyw,"Underground hole in the wall where aspirations for authentic and comforting Chinese cuisine are fulfilled. On a dime. 

Food recommendations: 
- Salted Pork...I've been coming here since I was first able to walk -  you know that time when your parents still need to pull you up by the arm so you can make it up the...Got a stomach ache from this place 
Featured on Ugly Delicious 
It's ugly and NOT delicious 

The bbq pork noodles were sour because there was a spoiled..."
HQSifWLNBh_LgMqronwAYA,"Looking for a pint of Guinness and some authentic dive bar warmth in Soho/Tribeca?  Look no further!

The Nancy is everything you want and need it to be....Great whiskey & scotch selection, best prices in the TriBeCa neighborhood, great burgers, wings, and fries, and delightfully tacky decor. What else could...By far my favorite bar downtown! Nowhere comes close, like any review I always start with the staff, Alec/Tommy & Melissa are always a pleasure to see at..."
Gh7XAH2xT3lnpOERhzSNxA,"This is still the best pizza ever ! I used to come here for pizza after school years ago .  The crust is good , the sauce is a bit sweet and  the pizza has...The ambiance isn't that great. It is limited seating. Maybe 10 people can be seated inside at the same time. The service is a bit lacking and mediocre at...This was THEE go to pizza spot on the Ave back in the day. Perfect crust with a tasty sauce, the first pull of cheese was always wonderfully gluttonous. 

I..."
lwofc642jUDe0PSJ_Z_VWg,"I haven't tried the food but the service here is decent and the vibes are okay most nights. The best nights are any time they have a live band and whatever...Awesome place
New into neighborhood and they made feel like I been here forever the crowd is mature and fun to be around 
Staff is phenomenalGreat time day drinking at Healy's this cold January Saturday!  The entertainment was Jeff Conlon and while I had low expectations going into to the bar..."
GXq2Qsm--A7QQt9rTXldig,"The last time I was here was 13 years ago. I will not hurry another 13 years pass before I go back! The wife and I agreed it's one of the top 10 pizzas...From what I read online, this is one of the most, if not the most, popular pizza places on Staten Island. I went by myself and was surprised to find out...Visited because I saw it on One Bite!  Yes, it was worth the $55 Uber to get here!  My group tried almost all the pies, all are great but the vodka was the..."
uYHN9Vw3V1ajDGRnNDtbYw,"A true authentic Italian experience in Brooklyn. Michael's definitely loved up to all of its high ratings. The service was great, everyone was really nice....We were seated earlier, despite our reservation being later which I was happy about. 
I really loved the ambience walking by the bar to our seats . Seemed...Experience Michael's! Michael's of Brooklyn has been one of my favorites for decades since as a kid my grandparents lived off Marine Park, a few blocks..."
vXYFa2qzppkGiOiVPrLwDQ,"Still the best family style Italian restaurant in New York. Still cash only.

There is one huge menu at the back of the restaurant. Make sure to bring your...Old school restaurant  - yes they still exist!
Delicious family style food. Bring your appetite. 
For appetizers, we decided eggplant rollatini, baked...I gotta come back more than once every decade or so... best Italian-American food in New York. Cool
staff as well.
Salad, baked clams, eggplant rollitini,..."
Ly-0vKFgGSn9PsHsPEk5gw,"My friend and I stopped by Tio Pepe, and I think we made the best decision. The experience was quite delightful, we started with 2 piña colada, and the...I've been coming here since before the pandemic. Back when there was just the taco shop. I used to love their tacos and elote. then I started coming during...This restaurant was great. We saw the menu and mistakenly thought brunch was available but it turned out that was only in the weekend. The manager had them..."
HqVdTKCpOZWrCvUF9rG2sA,"I hit up Brennan and Carr and Roll N Roaster  on the same day to compare their roast beef sandwiches. I had a better dining experience here, though I do...Everything about the roast beef is awesome, including the gravy dip, and the bun.
And honorable mention to the Best fries around!
Love the OG decor and feel.We come here all of the time! This place will never let you down. They make the best roast beef sandwich that you will ever have! You have ask for it to be..."
sGwQYKPaMJ-tD2E4fQ0EJQ,This Chinese restaurant is a staple in the Corona neighborhood. If you graduated from K-8 grade you probably had your celebratory meal from there. It has...This place has been in Corona for decades so you know it's a reliable restaurant. It is a Chinese-Latino fusion restaurant. All of the waiters are from...Such a horrible place literally went in there with my service animal and all the documents that telling me that they cannot set us. Tell us to order to go...
3RPg3_xKcSqydWxqfNHFDA,"I personally dated shimons daughter our first date was here, the best kosher pizza i ever had. We broke up a week later, but i still love the pizza. Any...Great pizza with Imaginative  toppings. Owner is a real mensch!If you were to ask me to rate this place in terms of its food quality, I'm going to give it 3 stars, maybe 3.25 ...
Reasonably priced, but WEAK customer..."
cS2dquz8jSagXqeVKBwSsg,"Great service
Fast delivery time
Pizza was delicious 
Pizza arrived piping Hot 
Delivery was to 55 Pierrepont StIf you like cardboard you will like the pizza.
Used to be great, new owners.
The prices are very high for the food you get.
It's not really NY style pizza,...This is an old-school New York pizza slice joint with  fantastic plain slice and white ricotta slice.  The slice is crispy and the sauce is really good...."
Qwd4Tv-CqgO2Yl9zZgkKOQ,"The mariner Prawns was my fav dish. I don't come here often but when I do that's what I order.I never make reviews, yet I have to for this place. The worst dining experience of my life. Food was bland and had a stale almost rotten taste. Charged $10...Ordered the vegetarian singapore noodles and the general tso chicken and it was amazing. Fast service
Delicious food cant ask for more"
_BsM67A1_JqAmgXA3SznKg,"This is excellent Argentinean food for a reasonable price in Queens!

We've been coming here for years and returned here today.  I had my usual half-chicken...La Fusta will strike you as a somewhat old school Argentine steakhouse that has some interesting hits and misses. I started with a glass of red sangria that...Got our Argentinian fix on for a group get together. Staff and service was great and spot on. They did forgot 2 items we ordered but since the portions were..."
lpFZWQWc7x_jv9cxh5yeBA,"Ordered the chicken salad sandwich without the bread so I could scoop it with my chips! So so yummy! Prompt delivery is a PLUS!This is another one of those local spots you've just got to check out! 

With the same decor from the 80s (and probably older) stands LuLu's- a mini diner...This diner is very nice and clean and the service is excellent! The food is very good and served very hot! The menu is extensive and varied from Italian to..."
bUqqO8yh3KMFJoIWNMLx9w,Love the food  customer service was ok but great food with a southern vibe is heard to find felt like I was in a family member kitchen!Enjoyed my smothered ribs and chopped BBQ (pork shoulder).  Sides were collared greens and max & cheese. Yummy !  Only complaint was non peach cobbler...This is definitely a no-thrills cash only spot where someone grandma is cooking in the kitchen...literally. She yelled at me once because I changed my order...
2IgRhPCG78LaJ4rptrjhcw,"In the heart of Bensonhurst stands a pizzeria that, for a local with over two decades of experience sampling the area's pizza offerings, stands out as a...I ordered a bunch of things from here. Their cheesesteaks are AMAZING!!! Their cheese sauce is the best I have ever had! The sauce for their wing bites is...Visit Date: April 5, 2023 

I came here with my dad, my cousin and one of my friends. My cousin wanted to show me a religious shop in the city so I drove to..."
ZIfh0Vv86ktGZDdM3YME-w,"This spot was dope! 
Came by and was provided service by Mara, Lara and Moses and the rest of the team. 

They made sure my night went well. Their happy...What an amazing cozy Authentic Mexican restaurant. We stopped in late after a show for some appetizers and drinks 
Our server was Claudia 
She was so...Unfortunately we had a large party come for dinner 2 days ago, and at least 7 people experienced persistent diarrhea and chills after eating here. They're..."
j7H5nYjKDb1GQ4zKJRuTlw,"Order:
- French dip (4/5)

Pros:
- Great selection of beers 
- Solid food menu with tasty food (surprisingly tasty for a pub) ~ definitely get some fries...Great place to hang out. Get a Irish Mule. Bartenders were great. People in and out so the watching of the people is stellar. 
I was there several evenings...Awesome place at a good location,  been here plenty of times, many of them were upstairs for private parties,  the food is very good and the service is..."
t9m2CumYaktkVO1hs_I4Jw,"Where do you go on a perfectly gorgeous sunny summer/fall day? Where you want to soak up the rays and people watch? Summer always gives me a craving for a...Rainy Sunday here with a decent size group, 10 of us and were able to be sat upon arrival.  Had wine while there....and the group ordered a few apps which I...Came across this bar while walking around the city and boy what a great find.  The bartender, Chris I believe was his name, was the nicest guy ever. They..."
77EedCTJY1biWIYSzAulCQ,"We loved the burger here it is a staple in Manhattan.
the service was fairly quick and the burger was really juicy.
The restaurant really brings you back in...Loved the vibe of this place -- the ambiance inside is so fun. That said, I felt like our food fell short of our expectations. 

We ordered three...I heard really good things about the burgers and fries at this place so we tried it out one afternoon.  We came around lunch time and there was no seating..."
2BrScW5a4HBDe85STpdYsQ,"This place is the perfect place to have a meal after a late movie. Lots of tables, quiet, plenty of space. 

The food came a bit colder than expected but it...What a disappointment. Visited for lunch today with a friend and we ordered the following:
1. Cheeseburger, deluxe, no bun
2. Turkey Club with French...The Flame Diner - NYC

First day back in NYC I grabbed a local bite to eat with some friends.

 What I ordered:
- BLT on whole wheat
- Fries

Feeling..."
hPcNSnzW_oJMAoa7fIWKQw,"Great burgers, among the best in Manhattan. Good, good, and good.
I'm going for more.
Service is typical and ambiance is greatI came in here today and got the classic cooked medium rare and a side of curly fries. The fries were decent and the portion of the burger was huge but it...¡Dios Mio! A true uncut sapphire in a sea of UES dining mediocrity! It's relics like this that bring tears of joy to my eyes. 

Attentive service, a classic..."
19o6iblcJvz2hdPouYhXgg,"We used to go to this restaurant a lot when my son lived in Astoria.  Since he moved to Brooklyn we haven't visited in a long time.

It was on a return trip...This restaurant is wonderful. My complaint is with the so called butcher. I always enjoy going next door and buying way too much stuff.
I was shocked today...I am hoping the restaurant owner reads this. 

I have been going to Zums for literally decades. Even now when I've moved out to Nassau county and before..."
J0SZjwe0Rc-H6mzl0oByxQ,"I went to Mimi's for dinner Thursday night and it was lively and there is live music playing. Ambience was fun like a classic Italian restaurant, but also...Like something out if a Billy Joel song.... a local gem, always crowded but always a table available. You can feel the history everywhere, the reliability...I loveeeee this lil old school Italian joint so much. Bartenders Star and Lorie are all you need and BOOM you're in love. 

Food is pretty good. Service is..."
Yu31-BeC27cVc76jgKV1jw,"Congrats to Lenny's Clam Bar on 50 years in business! Wonderful accomplishment! 

Great Job by Joe, Sammy, Maria, Mave & the rest of the Lennies Crew last...The food! OMG! Some the best seafood I have ever had. I ordered the House Specialty combo 4 with scallops,  mussels, shrimp, and linguine.  Best scallops...Outrageously good food. I had the muscles in red sauce. I could not get enough of the sauce and kept dipping my bread into it. I ordered an appetizer..."
z-zXPW4_JIHWCSCwwbQLYg,"Best Pizza so far in my Queens Pizza Tasting Tour:

- Sauce is deliciously sweet
- Undercarriage has a nice slight crunch to it
- Right amount of cheese
-...Pesto pizza & beef pepperoni slice are the best! I can't believe I discovered this place so late but better late than never! I don't eat pork so to know...Terrible customer service. Ordered through DoorDash. They claimed that my order was picked up meanwhile I have drivers waiting for the food.  The manager..."
JgBR_IhVYSIdYo_ffJJeSA,"As I'm typing this, I am experience food poisoning including vomiting ... the other embarrassing stuff 2 hours after eating from McDonalds at 943 Flatbush...This is the worse! Barely clean overcrowded overwhelmed staff slow service - positive the staff don't seem to be super rude but they're not really helpful....I was pleasantly surprised by this McDonalds. It serves several public schools in the area, in the heart of Flatbush (off Church Ave), so it's quite busy...."
6n7D4amt9vEruR73tt3S9w,"Also don't understand any of the bad reviews!!! Food and cocktails were great, and service was attentive all night. 

We had a large group dinner here with...I honestly don't understand anything less than 4 stars for this place. Great food, service and ambience. Not really expensive either especially if you...Cafe Fiorello is one of the best, classic Italian restaurants on the Upper East Side. 

The bright lights and wood-paneling cultivate an ambiance of..."
vyoA8dxwScuMV_AsTcjQcg,"Food is very tasty. Pasta is very fresh. Sauces are delicious. Their square pizza is delicious!Lives up to the hype! It's incredibly different to find good pizza outside of the boroughs but this location and well known business holds so much history...Dined i order a chicken Marsala tell make sure it's garlic and mushrooms kid says ok brings me mushrooms carrots and pork on top ?

It looked like..."
6MZMwOfXN3_O6wOR9pjNPA,"Still the best slice in NYC. 

The sauce is key. Light on the cheese with a good crispy bottom. There is just nothing like it. 

Shared a Sicilian slice...Had some extra time, so we took a drive to Amore from LI.  We sat at a table in the rear with waitress service.

We started with the baked clams. They had a...This is a good stop if you're looking for a quick fix on standard New York style pizza. Reviews had this as a top rated pizza place in the New York metro..."
o1p8Jq04Mf_j_IQ4B8Tnnw,"Go to the Road House--you're going to have a real good time!

If you are driving there, be sure you keep your eyes on the road and your hands upon the wheel...Be very aware when you receive your check. In BOLD, you receive the total of the check, which is for credit card payments. In smaller print under that is...I have passed this restaurant so many times and had the opportunity to try them out. The food was so good and the service was great. Definitely would..."
n-JSnKZcF1Bs-RPcIlb0qw,"Best food! Wonderful, cozy, English tavern atmosphere. Great for long meals with good friends. Just so happy this Village institution is still going strong....The afternoon of January 12, 2024, my friend Steven and I went to Elephant & Castle at 68 Greenwich Avenue, New York City. We had a delightful time, each of...The John Kouka team was running short on staff for this (Covid and flu), but we still feel that our review is accurate.

The food is bad. We tried (in order..."
eob2iJPiR7-r2w4he0Tuig,"I recently had the pleasure of dining at the Mill Basin deli, and I must say it was a delightful experience. The authenticity of the dishes was impressive,...Wow ........ medium sized flavorless brisket sandwich, & 2 small pieces of stuffed derma (only), with tax & tip: $48. The stuffed derma was very good...My wife is from the area in Brooklyn and was craving Jewish food. We were visiting and went to see if it was as good as she remembered. We were not..."
PSnNzN1rrIGM5Oj8Yu20Ew,"I have been going here for over 20 years.  But to be honest, I do the take out window most of the time!  

If you haven't experienced the window, you need...it is a pricey tourist trap
I am sure for the travelers who dont know better but as a native NYer, brought an out of town guest who insisted on going there...Came here recently! Def a busy place! They have lots of oysters to choose from! They taste fresh and were accompanied with lemon, vinegar and cocktail..."
oLt7V8jK7dRiyvZuW0TW8Q,"Good vibes, small bar so its better for a smaller group. The drinks are rlly cheap!!! Love that. Theres one pool table and one bathroom. I would come here...If you want a dive bar that resembles NYC, this is your bar. The staff are as real as they can be. They take cash/venmo, give you your drinks, and leave you...I've been living in New York for 4 years now and I've never been to a bar with a ruder owner. My friends and I came in for Halloween and some of us don't..."
00XV79_2JNj0XvVeBa76kQ,The food is really good and for the price is pretty decent too. I enjoy it every time I go and the people here are extremely accommodating and friendly. I...Came in for the first time in years.. they had a $19.99 special going on. I got the chicken francaise with rice. It was pretty good... I enjoyed it. Others...It's been almost 20 yrs since I've been back to Staten Island and while driving down Hylan Blvd reliving past memories I saw the Colonnade Diner and felt a...
NavBPhyeykbve1uVSOrDPg,"Excellent food and atmosphere. Very good service. Average price. Quick service. Tasty sandwich. Very good smoothie. Excellent fries. Fresh ingredients.As Diner food goes, this was one of the better places to go. Staple diner style bacon cheese burger deluxe was very good. Served with a quarter head of...FOOD: I didn't try any ""food"", though I will say they had a pretty large menu. From breakfast delights to dinner, they seemed to offer a little bit of..."
